# label,Ne1_avg,Ne1_err,Ni1_avg,Ni1_err,Uex1_avg,Uex1_err,Uey1_avg,Uey1_err,Uez1_avg,Uez1_err,Uix1_avg,Uix1_err,Uiy1_avg,Uiy1_err,Uiz1_avg,Uiz1_err,Pe1_avg,Pe1_err,Pi1_avg,Pi1_err,Bx1_avg,Bx1_err,By1_avg,By1_err,Bz1_avg,Bz1_err,Ne2_avg,Ne2_err,Ni2_avg,Ni2_err,Uex2_avg,Uex2_err,Uey2_avg,Uey2_err,Uez2_avg,Uez2_err,Uix2_avg,Uix2_err,Uiy2_avg,Uiy2_err,Uiz2_avg,Uiz2_err,Pe2_avg,Pe2_err,Pi2_avg,Pi2_err,Bx2_avg,Bx2_err,By2_avg,By2_err,Bz2_avg,Bz2_err,Bt1_avg,Bt1_err,Ne1_crct_avg,Ne1_crct_err,Ni1_crct_avg,Ni1_crct_err,theta_bn_avg,theta_bn_err,cos_tbn_avg,cos_tbn_err,Vs_n_nif_avg,Vs_n_nif_err,Vs_n_scf_avg,Vs_n_scf_err,Ma_nif_i_avg,Ma_nif_i_err,Ma_nif_e_avg,Ma_nif_e_err,Beta_i_avg,Beta_i_err,Beta_e_avg,Beta_e_err,Ni_omni_avg,Ni_omni_err,Ma_omni_avg,Ma_omni_err,Beta_omni_avg,Beta_omni_err,fce_med,fce_min,fce_max,fmin0,wavepow0_med,wavepow0_min,wavepow0_max,fmin1,wavepow1_med,wavepow1_min,wavepow1_max,fmin2,wavepow2_med,wavepow2_min,wavepow2_max
20160102_015400-20160102_015500,12.524735613022418,0.7554581311490614,10.84575988057315,0.5073708510966696,-482.0225129165216,13.4014984894895,6.780435298680534,12.44736204845767,43.24481476946316,1.8682622645553726,-443.64764778160367,3.7254796030469817,25.32914113350665,9.02518458154439,25.01987829716803,1.7973000830864438,0.03054324035352773,0.002181296161360482,0.1976746665770351,0.08037089109242958,1.988742402621678,0.5532381083655904,-2.37662102494921,0.7961882642452353,1.4431674224989754,0.3649903256129244,47.58569263117929,1.7393134470245974,48.77313194368485,1.9551780731280892,-144.54595237091843,17.89652511349831,-120.61633959121848,8.796081450488323,-35.2847845797254,2.2639066850315954,-155.50841473113363,11.369024024392942,-134.17689031345213,10.472569321573806,-43.915109141556044,3.088509537391796,0.34618509586194846,0.026374485009160398,2.826861407570494,0.07443714883169081,-0.6539475619792938,0.9983189867222677,-11.882299423217773,1.7186699436596689,16.953525406973704,1.5226477240815655,3.4185020183668775,1.035956608387053,5.360690644757902,0.19593959461792346,5.4944597350410485,0.2202574813124829,39.362721155687346,3.711667046229021,0.773146390063714,0.0413986283136597,-378.7437210425139,28.305360773348472,-16.209539843020522,28.305360773348472,16.732993563052528,5.237402556487876,17.981583535824125,5.638610722393153,42.512749480506436,17.28490361310907,6.568758394573511,0.46911877407705094,7.7415995597839355,3.865144968032837,11.315999984741211,8.803189277648926,3.5322000980377197,5.497607231140137,334.9299591652603,237.93699652389267,645.7233770930909,0.05,0.03780466966645237,0.01425629630111096,0.025439751094504144,0.1,0.005586786147106053,0.003052954481876242,0.004368850683133849,0.2,0.00048605067767032466,0.00024467662268395647,0.0010317619067371296
20160111_053730-20160111_053830,10.242543531100315,0.13123516663996365,9.201062235450506,0.3503021211059158,-508.7022660220806,10.281212700978703,-2.76773887067283,9.49266202044734,38.73623837735918,1.4181619275126003,-402.77977985025035,1.0182036367740217,-5.089814587143136,2.348382561552463,28.995168730027732,1.1154721687543812,0.018757978504282662,0.00032717133296886474,0.03964290190972455,0.0015608022303390849,3.1326684270586287,0.13691501267778117,4.521092619214739,0.05253849468240324,2.366342238017491,0.0779548137390148,51.39938434074862,1.370964935052448,54.620630842149055,1.514774486306037,-75.56071713626788,14.850379055883113,-89.7815220937241,18.754436956980825,5.120331628468841,6.194353705501996,-84.67179971586604,4.500025877784045,-95.67257905524949,5.150021028320143,14.518163553922111,6.390750634260489,0.37803300262301437,0.017098787260044306,3.0680535895903054,0.054172958205557724,8.138721466064453,0.8470359035734871,19.618372235979354,1.8953115485236305,9.835656302315849,1.2686541183954072,5.9877763429201,0.16608120635741536,12.711035076636074,0.33903875701628594,13.507647288921492,0.37460276763208,74.7415401406093,1.447054467792071,0.26317366475470955,0.03070593123884089,-439.7850405127586,4.724312263341189,54.56651852561562,4.724312263341189,10.21710642071637,0.36080858460802084,10.779853085483369,0.32799182015370626,2.7789079269967254,0.10940989386297904,1.3149061407938556,0.022934219415714326,9.331665992736816,0.08274782449007034,11.866665840148926,1.1556624174118042,2.7619998455047607,0.2409481257200241,470.9841574242078,387.18644862948554,833.6942634426487,0.05,0.0034255824507014067,0.0012724277685475698,0.0025176995039227134,0.1,0.000534072522520157,0.00020791053334557545,0.0002817168196570614,0.2,9.63508866844979e-05,4.689211842637141e-05,9.559297597927517e-05
20161109_121930-20161109_122030,21.497088915985454,0.2688015381235042,19.889906650016826,0.4011113151953101,-406.9597410767193,9.405574991367768,37.891753950793216,11.372828538290399,-10.475926779668791,4.5936771905303075,-343.2726526356638,0.8258202257465266,14.135405710072833,1.4713710298666243,-14.664523881880152,0.9838614004634355,0.0517868770744574,0.0008107475397619156,0.06989342491661216,0.002682926574817204,0.031210486377988542,0.4714654407358215,6.078857558114188,0.2370500529063219,2.9050280026027133,0.3284397863476776,109.58173987401246,2.7804159659230954,115.509402926328,4.112082191625567,-123.31149819557096,8.757492680062917,96.56599945127944,11.945602348791606,-18.442817613787565,3.8159245930831753,-128.53662703984682,3.995414079436076,104.85202609305045,1.974604591164622,-7.719735229538178,5.238787780591421,0.5083045910801164,0.023183674544475945,3.5956278630416034,0.052163860996698244,-4.701287235532488,0.948294206165661,15.825983456202916,1.0723757986923694,8.179532323564802,2.7056665431372506,6.737408329781403,0.6215666357255838,37.93259184259583,0.9624631266966193,39.98449960936825,1.4234299946092663,66.62336939118215,2.7577693659697426,0.3967735304428164,0.09170732243515944,-356.51189810880663,16.61540165885521,49.57135021170277,16.61540165885521,10.822599370360788,1.123931989895067,11.25136039912157,1.1650638199496042,3.8698171405002513,0.14854666598922905,2.8673046827339355,0.044888982471988824,25.0147762298584,2.2181551456451416,14.300000190734863,2.4378793239593506,6.024186134338379,2.4649479389190674,531.7836284029404,398.52396335439806,762.49979872062,0.05,0.002070999328327041,0.0009401908418352864,0.0015425879001287088,0.1,0.0004364433181123073,0.0002577987062943335,0.0005104956605986978,0.2,2.8699064464659462e-05,1.5046998852330765e-05,7.162440831815399e-05
20161109_140830-20161109_140930,26.753974363800545,1.1414681071095876,24.12662872070206,1.094916363273856,-352.9832583802342,8.659060336951754,49.5580519814625,5.651301808808071,-71.51183580598591,1.561111377697678,-324.4717959782117,2.2800075610445925,28.14377069308492,2.06096607415472,-34.649532302734414,3.6754964808531527,0.06313600566972918,0.002625744725607879,0.397853173168959,0.037857802668013925,-3.2650722094944546,0.2610309361561351,-1.865567888532366,0.11519193899445768,5.061539105006626,0.08708659087433697,100.98775079022946,2.2815363453045925,106.12396707022559,3.975769680475399,-149.88542081767216,14.064512031971791,116.13131584349105,13.937391586309156,-35.84988600610019,1.6966894404909196,-156.3528707239694,5.916818194602296,127.98372304735403,3.124001464772284,-26.306052665173464,1.4495668390061047,0.4377174909290597,0.014542998397811297,2.9465710933759532,0.06273524926044437,-1.080371149948665,1.6420154117360592,-1.021665611969573,1.1890711499272957,19.673037665230886,1.1941464825030383,6.30557040968122,0.2983125990466465,26.817108598825055,0.6058577150736902,28.18102123862449,1.0557582127627707,135.7249106977629,3.607982370433621,-0.7159963186453719,0.06090363060928221,-261.0560030056624,8.433457872804025,5.701938323058917,8.433457872804025,9.325919786204397,0.5746374130902022,9.820588381686376,0.6003331561329384,25.148606593597787,2.3930209685461437,3.9908757188795483,0.1659753536551131,25.31102180480957,1.1865543127059937,13.731250762939453,1.0966154336929321,5.516458511352539,0.9445644021034241,428.73078886889493,360.34059010099344,625.6203703133805,0.05,0.004373953249437272,0.0020550561118646013,0.0021471526636976856,0.1,0.0004700201373276421,0.0002311609012381991,0.001057297273415681,0.2,2.9882628737547997e-05,8.946347620591504e-06,0.00014125461788294484
20161110_165830-20161110_165930,41.50893207677179,0.40012390031766903,14.166569419046123,0.5820007469567551,-411.3158440138927,5.451257216617127,-2.1889425326622276,4.685254647739806,14.125203049313926,0.4475150025425735,-373.41314672538937,0.671752762831465,4.57366204409287,2.082044802341326,4.78193732971896,1.4252715248277161,0.11267778018658493,0.0024371486073992807,0.06225312658633001,0.003010279264708769,-2.1383677550724576,0.1035643276605881,2.7956985405513217,0.13979695304811046,-1.1191902586391993,0.20651217113093764,150.3750598403249,3.0856190429546446,156.27683958821265,3.518396428584849,-145.0355934122371,14.541452822989175,81.3421485549233,11.978048655908484,6.160251826171428,1.8390883040757655,-162.950410041748,0.8333030507708918,97.00678353683661,1.9847682386460863,6.1535099037264915,1.9371472115335413,0.8922429470979051,0.03611798065768295,4.730754379167611,0.10287591500408134,-10.065445286887032,2.8392734104595605,20.71858733040946,2.057494827465438,-9.83008302961077,1.4076034741825507,3.693390558904824,0.2700296925720187,22.04803147422666,0.45241428897036823,22.91335199861118,0.5158682249477856,103.51500091816632,3.1498156138560525,-0.23283507293319092,0.06750186141088725,-269.360522288191,6.679057208964428,-71.43447731827165,6.679057208964428,12.588532579641146,1.0056727497199345,21.548326197806677,1.666812312916461,11.469660386008515,0.554620831539643,20.760015482872753,0.44902591034265465,21.351852416992188,8.229308128356934,9.716980934143066,7.709801197052002,3.024339199066162,5.044589519500732,309.3931493423106,271.76509188281307,366.43995856558735,0.05,0.0041143055400449,0.001208743669204984,0.00527166962611573,0.1,0.001882192206676293,0.001190542222176827,0.0017460764482651137,0.2,6.797154028130958e-05,6.199267924730276e-05,0.0009334180361843858
20161110_170930-20161110_171030,26.408215804424337,0.7110328932387673,16.450823805269998,0.39263071848450065,-409.2613022029437,6.527648341662227,2.8267291810383606,4.80706150687038,10.435615323377473,3.1565700737337004,-385.7108953149904,1.2397370803005336,8.505009226316242,1.0130776446915217,2.7274216407568255,1.6231122367476154,0.08656171115200559,0.0022890622758093963,0.06988530956305253,0.0029736510722052738,5.842725549425397,0.243973001581985,-3.8574465683528354,0.1898797522084208,7.866459846496582,0.2890596752702214,85.82197716053795,1.2168203758538234,83.03088782480597,2.053490154932731,-111.52778323980674,9.795328105394344,118.658155166128,12.283776267233735,22.734682536294315,3.482001072032124,-129.67458758259085,5.137878488244541,140.53112171429606,4.422820466502667,29.28265909767321,3.876108537874426,0.799111307296784,0.015308071124339954,3.3015001367347354,0.08817272747027319,15.053571701049805,1.3146551248470373,-23.692682811192103,2.1853858351403743,32.7436580657959,1.374934498669448,10.530836927336232,0.4232406427400143,19.50098616558339,0.27649324917250195,18.866778048690414,0.46660639182894664,69.31969168465822,2.296177937415599,0.35315332507795283,0.04836719223872949,-374.0215356028224,10.892696119879874,40.87086868735888,10.892696119879874,6.606350282182415,0.3372379354717639,8.370228265466904,0.4304510193996961,1.583798684316197,0.06739133997145662,1.9617330894272265,0.051876622474910976,20.800382614135742,8.858243942260742,9.84313678741455,7.838598251342773,3.1186275482177734,5.120047569274902,783.4552144183383,588.2542445811516,1275.3433309493303,0.05,0.001753858739532527,0.000736989363488499,0.00016020640643809952,0.1,8.221897457393767e-05,2.6291702632775533e-05,5.837737596520726e-05,0.2,3.2450062299483126e-06,1.3504977395546414e-06,1.987376491032883e-06
20161112_122830-20161112_122930,5.1952603174250624,0.017715611095909037,6.662009755220605,0.26238801532524253,-669.7816687976034,10.26917225324707,62.50173991926689,6.147071439598076,42.71048714036341,6.159656883836143,-648.0200359668653,1.813316404565941,69.04852608411802,4.104092100052072,27.002811256681575,1.3966149497554332,0.017364226364431176,0.00036921582048241654,0.12444260520637619,0.011056122672623925,6.216208798544748,0.3451870407241358,-5.273368835449219,0.35972977751898383,3.1820149421691895,0.3071748642105555,20.08694034467993,0.4223785276278615,21.800066842767198,0.5953774961042194,-394.77302856629194,16.044117050246065,226.46026381507093,4.174941567473386,84.84751470055416,8.321349288959224,-415.61304203956126,18.529464973549373,240.69950894536194,5.5982994819365866,91.2924596861625,9.528955376908351,0.1632299728931875,0.005010458899492523,1.3385501713370604,0.09982351556654638,15.10499368395124,0.8031963850366975,-18.93687983921596,0.8207282058706664,6.981646878378732,0.8164482161832988,8.750707959587052,0.5855903031305394,6.772257511594182,0.14240377615406588,7.349833468703811,0.20072990963473603,72.89324790302011,2.543447026320292,0.2936568245343229,0.07551534540020098,-446.52936570706254,22.515994444760704,-18.3929752842769,22.515994444760704,6.04009149818436,0.5198905478384813,5.33389598267711,0.44702088647630533,4.084346454296642,0.36287439789059067,0.569913465453027,0.012118079051436609,5.229259014129639,0.33352139592170715,9.207406997680664,0.6178972125053406,1.5255554914474487,0.23289376497268677,391.73813723524,335.40498115117555,594.1792837537052,0.05,0.0009521409113015394,0.0003656789923770596,0.00048669861419711204,0.1,8.876700026593387e-05,3.183594371971396e-05,8.234772337956013e-05,0.2,7.874694024321985e-06,4.8420958970213135e-06,9.47549364446456e-06
20161112_123100-20161112_123200,5.203234273353949,0.025051059236362517,6.71180867179943,0.23392870507815894,-673.4900224417313,4.538157027937831,61.84431198495722,6.685702794583955,39.54678143955014,2.485279351481617,-648.9734966079162,1.6710866852377189,64.67737336178304,2.149287472731972,27.079000786099982,1.5497284055247913,0.017142924538354105,0.00016310874521011207,0.11301428185447514,0.0033556955235006223,6.1438228743416925,0.1342061498377728,-5.403651850564139,0.18556039648494202,3.284017562866211,0.09755454336373931,25.867069864580312,1.2935212961064442,25.17498386866007,1.4076684690829477,-208.36386787630167,10.804286311830149,191.35361686399915,9.888568848227115,-37.744685511998064,8.185501375225966,-232.84201079540165,13.792668282728892,199.9621957071246,10.91548971681737,-60.792824813108,10.48929268011216,0.34871821001252395,0.034172470517164134,2.904361256363049,0.13173472274505207,12.825979232788086,1.5471837408575573,-22.08783667428153,2.8716111158546997,11.535403660365514,1.1755317891902675,8.81650634812924,0.24891934502733068,7.595061360014527,0.37980233810194497,7.391851810848752,0.4133181088238486,65.51067086946699,3.390750176626675,0.4145237626344865,0.05685718333871129,-631.6046682338903,18.742901021025165,33.84455715843976,18.742901021025165,8.511432141843203,0.37887040193122895,7.4941010917685675,0.30748878239048216,3.654097578284457,0.10849990536305004,0.5542832110456173,0.00527380487748227,5.2082695960998535,0.3317188620567322,9.240385055541992,0.6361722946166992,1.5405768156051636,0.23591405153274536,759.969968224771,443.7175418255065,847.6508088391089,0.05,0.0025282864901695814,0.0015979655157235303,0.0016327880138433202,0.1,0.00043163614323101824,0.0002201795461147813,0.0007680358145984024,0.2,8.246656267422647e-05,5.647960415245499e-05,0.00032668572634178225
20161206_094230-20161206_094400,15.694120582550653,0.47291438951480014,15.166572463415102,0.5675770518245002,-373.71691915375544,5.5515670242827655,20.33781883352669,12.257752347344017,50.356791741640656,8.30644649876382,-337.4271424540997,2.1864576016877937,31.267230400983724,1.2082070821306057,17.851140558924627,1.6772106082824991,0.0417734916696859,0.001144612418731241,0.04490636724533037,0.0020624330239059937,4.2595106192997525,0.6091089921228667,-3.573071377617972,0.31440143593080716,6.275045463017055,0.7708587224417358,72.92657659853595,3.2056163549800867,77.95752863835864,3.249159276198045,-109.64371257808922,13.155800432569663,72.23176476317101,12.967996180891472,22.47759951300691,4.421760163790383,-117.26842483612442,6.371996710153242,76.85227785260754,7.822047366827782,3.4371023792123654,5.492075728307566,0.4637252155654666,0.0382276476279843,2.0938252377871405,0.0762270280580959,7.747935124805996,2.703154788616519,-12.47233213697161,1.5883510670796843,25.56986972263881,2.3272812549277435,8.383702365209006,1.0315450533858388,19.698730168246918,0.8658924433995667,21.057677363415927,0.8776541398320167,69.3291182513105,5.448304712355943,0.3514071949594186,0.11432315827695604,-308.6439462725763,11.159690208478578,-15.410689794536369,11.159690208478578,6.57505945064202,0.8521419263067175,6.688434129794519,0.8636528492410822,1.605743157688309,0.07374762020349869,1.4937190990064515,0.04092857365953771,18.577678680419922,0.6571744680404663,8.744643211364746,0.2477899044752121,2.127500057220459,0.19299563765525818,465.769147170435,375.0578211541814,617.4166077855248,0.05,0.000718882588667508,0.0003566883904576974,0.0005941751912138835,0.1,7.330657687629506e-05,4.3391361907761224e-05,0.00012314258421465706,0.2,1.0754731391669546e-05,8.064162432583495e-06,3.278439280483612e-05
20161206_094600-20161206_094700,15.270481831323178,0.2832477438885261,15.076861878728037,0.26402679215241676,-384.4433655998687,10.227103435553136,22.432099267463933,8.080848912607284,47.364026720557604,3.711370190395285,-339.23308006151854,1.1057731584140715,32.0520187885799,0.8747072917174683,18.777876072820195,1.2278495693016402,0.04218755919080943,0.0007693597298716752,0.04902975225889063,0.0015382564333818835,3.713912010192871,0.31295896882476004,-3.518242495400565,0.285770733627116,7.149227687290737,0.2992251645203406,66.3342086732695,2.6246052547665846,72.0963555688216,2.5098002220535385,-104.5636592092196,8.87539810061054,90.07129648878733,4.290960893761472,25.00328067745769,5.100973772881918,-113.65367629739698,6.066229388442544,95.36185925954153,4.218749960295761,10.876061672105967,5.0587812761721755,0.4157568561043542,0.007522788940994891,2.1113219724235743,0.11088219989959684,7.336067063467843,0.9565387676018491,-14.515298570905413,2.2287015997380735,21.969947269984655,1.188038219315035,8.791053930025779,0.5187908320776902,20.618364177177938,0.8157942643238151,22.409386419111506,0.7801099315912189,74.30090037302301,2.293505919370968,0.27058531774827627,0.05689454159459901,-340.15806753033684,6.845236117605346,21.71349228331017,6.845236117605346,6.890160837287776,0.43381887096881916,6.934262083446232,0.4371099120403553,1.594474837939083,0.05002495554891524,1.3719629103696669,0.025020006711976652,18.627273559570312,0.6722861528396606,8.77636432647705,0.3032931983470917,2.1423635482788086,0.20845723152160645,490.3380981827072,414.890850858271,949.4903972937582,0.05,0.0011776936214744774,0.0005232582615424565,0.0004026118735855396,0.1,9.244086108875946e-05,5.4202046878194984e-05,0.0001089891484891864,0.2,4.489352062225852e-06,3.337859190053902e-06,9.421729625966341e-06
