# label,Ne1_avg,Ne1_err,Ni1_avg,Ni1_err,Uex1_avg,Uex1_err,Uey1_avg,Uey1_err,Uez1_avg,Uez1_err,Uix1_avg,Uix1_err,Uiy1_avg,Uiy1_err,Uiz1_avg,Uiz1_err,Pe1_avg,Pe1_err,Pi1_avg,Pi1_err,Bx1_avg,Bx1_err,By1_avg,By1_err,Bz1_avg,Bz1_err,Ne2_avg,Ne2_err,Ni2_avg,Ni2_err,Uex2_avg,Uex2_err,Uey2_avg,Uey2_err,Uez2_avg,Uez2_err,Uix2_avg,Uix2_err,Uiy2_avg,Uiy2_err,Uiz2_avg,Uiz2_err,Pe2_avg,Pe2_err,Pi2_avg,Pi2_err,Bx2_avg,Bx2_err,By2_avg,By2_err,Bz2_avg,Bz2_err,Bt1_avg,Bt1_err,Ne1_crct_avg,Ne1_crct_err,Ni1_crct_avg,Ni1_crct_err,theta_bn_avg,theta_bn_err,cos_tbn_avg,cos_tbn_err,Vs_n_nif_avg,Vs_n_nif_err,Vs_n_scf_avg,Vs_n_scf_err,Ma_nif_i_avg,Ma_nif_i_err,Ma_nif_e_avg,Ma_nif_e_err,Beta_i_avg,Beta_i_err,Beta_e_avg,Beta_e_err,Ni_omni_avg,Ni_omni_err,Ma_omni_avg,Ma_omni_err,Beta_omni_avg,Beta_omni_err,fce_med,fce_min,fce_max,fmin0,wavepow0_med,wavepow0_min,wavepow0_max,fmin1,wavepow1_med,wavepow1_min,wavepow1_max,fmin2,wavepow2_med,wavepow2_min,wavepow2_max
20160102_015400-20160102_015500,12.373085372358288,0.7110637108402633,10.939881931297919,0.4627564014525339,-480.2164394319434,8.152999322627469,2.94377895790857,8.69387746396214,39.87017154642716,1.803270918631446,-443.99873139879526,3.4478219458293173,23.78739303914786,9.192830557272984,26.379259436094973,1.5333728166416947,0.029941904072177724,0.001990568039602304,0.19843871859170958,0.07729661091652591,1.9606338058199202,0.563005795575858,-2.3855234554835727,0.8061555242177888,1.4837216990334647,0.3368927424093595,48.41524724142284,1.4890197821372486,48.451587242056924,1.7472437841530366,-148.56798655854192,15.083614698796108,-124.94532920024962,9.706830325886198,-45.579897230668564,2.6405581198544485,-154.88917414145885,8.241041423535222,-135.4482666541906,9.294477803278742,-43.01542456736451,3.696125845242175,0.3524595397386074,0.02272233653834699,2.8175909530371093,0.06387585486549373,-0.7256578121866498,1.1037283780105671,-11.611560685294014,1.6751270933925984,16.914624759129115,1.421198649175634,3.4258191950785934,1.0394031821035385,5.62054911756,0.17286101588593156,5.624767845546198,0.20283836329934932,39.6290881618214,3.8265604682323655,0.7701895334059303,0.04323476128962179,-380.8746616584809,27.413122243272127,-13.506772681183406,27.413122243272127,16.86389971316357,5.270632755508915,17.934558837281322,5.616100562402657,42.49495728456236,16.552798780653056,6.411953995649385,0.426273181036601,7.7415995597839355,3.865144968032837,11.315999984741211,8.803189277648926,3.5322000980377197,5.497607231140137,208.93231380323314,162.29832852358834,326.13336182114097,0.05,0.030607402709854892,0.016529277832441035,0.029627918176745486,0.1,0.00445434878017981,0.0026663298903692035,0.003066264564526108,0.2,0.000576060889435753,0.00037835071796969797,0.0004564641946206508
20160111_053730-20160111_053830,10.136036771536821,0.17785948523809525,9.223250814590317,0.429340349627226,-499.564778636317,1.6318178524414324,-6.1757006703651225,1.5463025485193098,30.253088435620494,1.684375064888283,-400.88172492788465,1.528820362017803,-4.951093921400662,3.4420624251796297,29.857943717126467,0.9742145978225019,0.017721465031625826,0.0002045633214012993,0.040503334101230457,0.0019842708412047003,2.9654296806880405,0.07528000547755805,4.648040294647217,0.15036964778565026,2.4603684629712785,0.061998615100478965,53.13054538846685,1.7565894798927963,55.40202515750508,1.8750545169485033,-81.51229380431532,11.688761194683444,-91.79312714560079,11.236011893901555,-3.578837257334744,4.532317870867396,-82.92045937268554,3.139091432315087,-97.5734478798088,4.828258800325968,15.570640824183801,5.497613160803873,0.3885586973681344,0.016871786369656767,3.1033831913615404,0.06775418559760989,8.028704915727888,1.0851747028995167,19.610666002546036,1.7104263122201362,9.8001343863351,1.0368794650818542,6.037504844333743,0.17922594252579346,13.4341549228738,0.4441568411585074,14.008502709035564,0.47411094099155404,77.1633884159831,1.7596595707771983,0.2221715656512859,0.030219329631366802,-443.60507029421046,8.148744038134902,60.914013137579936,8.148744038134902,10.233284987458836,0.4293566347983833,10.727713049354264,0.3861432739017268,2.7926444726764066,0.13681251481998188,1.2218685811051446,0.01410433588987705,9.331665992736816,0.08274782449007034,11.866665840148926,1.1556624174118042,2.7619998455047607,0.2409481257200241,465.9040868404711,367.97773129495806,823.8575868517074,0.05,0.006058965027563245,0.0034619475521563206,0.0009591192856786782,0.1,0.0005410712726313016,0.00035461613768044374,0.00022874531960595914,0.2,7.598848080796686e-05,6.36007842083775e-05,0.0001949697484998634
20161109_121930-20161109_122030,21.134181999028662,0.2981522175398485,19.78722402097577,0.7298997989861998,-405.9057746804673,5.452049427825964,47.61590703030149,10.67536265334682,-2.783695223539862,5.4232391602620424,-343.05915399931047,1.2212587471383052,13.491118163643204,1.3504059130141624,-15.148334105858785,0.7057780950289855,0.04969634788275038,0.0009648501667909929,0.07075582193655712,0.0012702184000635982,0.019285444702420915,0.47631215454599474,6.063182422092983,0.2482616898851022,2.8483796460287913,0.33043082150438446,110.67981239888432,2.885617721056681,115.68669182110736,2.225377060002269,-121.75180052529542,10.910753554475741,101.8947913542385,7.582940924326242,-8.961829459535801,4.349601840812664,-129.49320145427728,3.4958682830990155,104.00297377793116,2.2913896912550102,-8.35150098560945,4.936900342105941,0.5126320630414047,0.02321806575683909,3.5955281025245536,0.07712471382170662,-4.6863619940621515,0.9791497679673685,15.795524869646345,1.0843389630081448,8.067188399178642,2.719123379678266,6.698941679091243,0.6306279910001749,38.296253183820745,0.9984507964202191,40.028680424691714,0.7700013351321203,66.6585243506648,2.9540012377989675,0.39621024993492343,0.09480278203158364,-354.6636698640741,18.769246613614296,47.742745818145856,18.769246613614296,10.800329181385429,1.1832586385792918,11.16187818861962,1.2079845983381334,3.962685872232181,0.07113869036946004,2.783248222783531,0.05403651629108009,25.0147762298584,2.2181551456451416,14.300000190734863,2.4378793239593506,6.024186134338379,2.4649479389190674,490.52588626050454,381.36169748163485,678.6966361371888,0.05,0.0023792984018511914,0.0008362173685137278,0.00218102309938744,0.1,0.0006011438787828318,0.0003569402403677406,0.0005277010581005142,0.2,4.8115393246179e-05,2.6675230259545624e-05,7.784827272305938e-05
20161109_140830-20161109_140930,26.802235691169443,0.5004236008987927,24.371801961243637,0.6709998554269049,-345.2964903328547,3.1222917035422317,50.3520867538444,3.8937177153286298,-71.29875375593662,4.240638953146948,-323.5469803733531,2.3800655506751487,29.17612868834371,0.7021411051467734,-34.22039323341779,3.9663281873157916,0.06184897373001843,0.0010050372987495315,0.4032663898604061,0.03130824023035973,-3.4168432099478587,0.15371188554322593,-2.023952143532889,0.15786483572533921,5.01741225378854,0.09561187776490636,102.22499986861366,2.2510281705333206,105.39463430501876,2.1291659641713623,-151.28341714152293,12.699731048316439,121.50340501248036,11.179803023021579,-25.397743091605303,1.6732351729412869,-156.64718689336024,6.032116646379953,127.55968842845589,3.91572057709929,-25.913074837429004,2.054666684750807,0.44092921216873354,0.013977543937080155,2.9296640164144465,0.01931090671492001,-1.0466925927570887,1.6493590494906332,-1.017919722944498,1.1960712161422251,19.651682989937918,1.204028523073103,6.398876895607975,0.2401880123685891,26.966166079631474,0.5938038598635191,27.802291183409164,0.5616575502542211,138.34829568938653,4.147474154082156,-0.7471986521397641,0.05678310009450478,-257.21182800247686,9.528903920857415,4.018353752941835,9.528903920857415,9.100495756359214,0.4960331569684859,9.543479439540418,0.5111398405475595,24.752802523175898,1.921723970198723,3.796337784386608,0.061689965764280125,25.31102180480957,1.1865543127059937,13.731250762939453,1.0966154336929321,5.516458511352539,0.9445644021034241,420.1172293111773,377.8443362762858,625.7465805005364,0.05,0.005525379865483021,0.003643069220179443,0.0040290153810519595,0.1,0.0005350488262733921,0.0002827119650417551,0.0008165103338458356,0.2,4.743144233321272e-05,3.010588309944521e-05,8.225637669888796e-05
20161110_165830-20161110_165930,40.36669560366523,0.38397368040447555,13.777296245777434,0.5441722229454485,-413.69613647642524,4.804984356978784,-6.744742834160997,7.051361364354678,13.533519775404159,1.276035162245642,-373.17156680332806,1.228425873515891,3.6771727143535213,2.2476096258345177,4.512971391307253,0.9267682434910794,0.10848846722561908,0.002286001285213532,0.06243609376140909,0.0011618694778236,-2.1351808650153026,0.09927112163054311,2.7812027590615407,0.13591941221739856,-1.1639039771897453,0.20364393210010023,150.8411620861128,3.1661516783660013,156.54635308211684,3.785687073473708,-143.60867438712287,12.572536882018616,87.81169049390782,15.564491164924346,7.228657676084823,0.9366915984615911,-163.3225264775917,1.343500312616192,96.30269231292213,1.6277614544866097,6.8722364268552125,1.9143520332602997,0.8943195321895987,0.0357702758416983,4.72050938959533,0.11433318115422211,-10.017746448516846,2.8715785923272534,20.702758516584122,2.1006494541731544,-9.793496131896973,1.4552377262245793,3.6944226316783424,0.26419631581174524,22.194411541057747,0.46586006352131665,23.03385983974801,0.5570170350873568,103.69007086868508,3.241520120326248,-0.23603247390266038,0.06797374801177257,-268.9604723148386,8.074922719968706,-72.05439177051326,8.074922719968706,12.392471579181132,0.9918141075845188,21.212288882706844,1.6482889154592335,11.496944424114753,0.213945940719141,19.977000533003686,0.42094288970075583,21.351852416992188,8.229308128356934,9.716980934143066,7.709801197052002,3.024339199066162,5.044589519500732,315.2413095963328,292.07038823674947,1024.9104851342101,0.05,0.00610621347789759,0.0030677928255243947,0.00897724918504747,0.1,0.0023157736196012507,0.0020929414282382804,0.0027370526595506314,0.2,4.243953796026193e-05,4.1537993473229476e-05,0.0014931199196789602
20161110_170930-20161110_171030,25.802209183313607,0.6725814696913249,16.393167405612328,0.482548369660689,-405.3078925849821,7.562978129116959,-2.571801237740788,6.116744614984005,16.42274588539141,3.3328337636300542,-385.5049640051075,1.188878713650618,7.564380256569647,1.1083176696012782,2.1162090888021643,1.3494843122002453,0.08433305476373494,0.0024387222212427753,0.069722677690242,0.0019975157426496953,5.825219699314663,0.24495681282248274,-3.848243611199515,0.1951886628178752,7.8438094684055875,0.2901919377823006,87.19163409394707,1.2714153889037205,83.09502887938935,2.0144714612942933,-110.6907592802783,12.528095749135625,122.30295152628024,14.726618456962349,24.741784362922438,3.0211969516856514,-130.82589869006716,4.968849043956996,139.66558217934536,4.552976984108684,29.228036776814985,3.7455554414345187,0.8119436841436547,0.017235189820820136,3.2916885297206506,0.08657340219385146,15.085586956569127,1.2813102063083206,-23.71913637433733,2.144076618699509,32.579202107020784,1.2788004298743934,10.50083379608832,0.42698221859302954,19.798205163141304,0.2886944714210649,18.868007772611627,0.4574168118356919,69.36758311198288,2.2418106902525556,0.35237119716457377,0.04799890798393399,-372.48844916419046,11.023687471312272,39.674214607586016,11.023687471312272,6.586497215140326,0.34513767001991547,8.263261971918306,0.42929964385306674,1.5891553283027549,0.0455284118590968,1.922162598591561,0.05558461809737237,20.800382614135742,8.858243942260742,9.84313678741455,7.838598251342773,3.1186275482177734,5.120047569274902,851.0416060287329,568.544873649395,1465.0362647420202,0.05,0.0022559709504865392,0.0010581042546762883,0.0017649487216452758,0.1,0.00011242136392616164,4.4764850608540533e-05,8.183618073617666e-05,0.2,4.236976411054661e-06,2.481263985718569e-06,2.3860305230255672e-06
20161112_122830-20161112_122930,5.127535314168979,0.04196864131505915,6.709617801065875,0.11280956987185281,-657.1989338969573,8.950855262437786,56.87991360756673,4.796253454904847,42.3760096632873,6.356097545162433,-647.610279558412,2.0926569348904853,65.8283435649292,2.9112465343179137,27.49002989822208,1.189182802376571,0.01718767901085582,0.00031466593389157713,0.11708854694025146,0.004055618326568071,6.3296622548784525,0.19423476789913047,-5.264105456215995,0.18951594423500434,3.265014852796282,0.16536242428962775,20.31140023329788,0.40612683217336054,21.480088657210384,0.5194636751001906,-399.35304300637006,21.197990888094058,233.52214842779105,14.000795159054498,81.11217308327848,8.89768355261344,-416.2913570844718,18.31372727767704,237.85040391476574,3.036088564820934,91.3194632617765,9.755719924797505,0.1649510101769839,0.005005166392699224,1.3241543703158707,0.09921293180852739,15.10126427241734,0.7949723247840944,-18.930313927786692,0.8144735314576217,6.966960089547293,0.8080015129755745,8.856396135222063,0.3177863583400918,6.898359657005427,0.13793283193244615,7.295281237129216,0.17642541717613033,71.82442092053412,2.3312396022781163,0.3113209256025131,0.05128958845826176,-447.02196126236197,6.772611615385297,-22.599106688734643,6.772611615385297,5.995905334172901,0.23891523365091655,5.241555713446715,0.20527993655449053,3.751804577317931,0.12995197053078997,0.5507354431454841,0.010082669244352869,5.229259014129639,0.33352139592170715,9.207406997680664,0.6178972125053406,1.5255554914474487,0.23289376497268677,460.550201185232,348.69581043066654,675.5463622101704,0.05,0.0012202478911864214,0.0004718061603060156,0.0006896090760669601,0.1,0.00011715167172018814,3.0135358323712263e-05,0.00024193191137286807,0.2,9.645838000667747e-06,5.0622698423802715e-06,1.9883930353735782e-05
20161112_123100-20161112_123200,5.073422613687353,0.04103781563844532,6.669927033435586,0.1638240962342242,-667.4336056774052,8.666173555070975,56.457240436974764,5.836253155968789,39.42087403034202,5.168982559398813,-648.8519859072024,2.1383092326175706,65.24863829495955,2.668578131683797,27.568943224103975,1.1672279603700249,0.016792749661901404,0.00025357671731151345,0.11398396672402679,0.003929086952745477,6.147868837629046,0.1142088854059348,-5.3828557559422086,0.13165462662592245,3.332298517227173,0.1975865751198482,26.343878287739123,1.3335743201450279,25.011169449348376,0.8836465128256134,-217.3232389459749,21.513488476027234,186.48654909178188,24.320513261371634,-39.74568335894231,7.547514323821418,-231.7028388640255,9.740821371275945,200.39933854447705,7.59170275427706,-61.11115748039282,11.286752195403281,0.35251524656593397,0.03477771974807155,2.883295713352994,0.11212383619113218,12.884575162615095,1.5667322099330676,-22.012489591326034,2.877876564028634,11.538143294198173,1.1757156820772245,8.824717601254155,0.2634711841649261,7.766293747039605,0.3931437046068956,7.3734051903446085,0.2605029643773031,65.81357908682199,3.53786421139485,0.4097068500693237,0.05763121180703031,-634.2568175950591,27.991516594294442,37.85310371807901,27.991516594294442,8.512535175309894,0.4654655398781635,7.424186929695694,0.39672141093787344,3.678595147553658,0.12680309884003385,0.541951023426986,0.008183660462468288,5.207547664642334,0.32861578464508057,9.226414680480957,0.6381431818008423,1.534528136253357,0.23771369457244873,717.1124070826235,419.8775073475543,861.768077230322,0.05,0.0023557134882568605,0.0012650753521221284,0.0012180078306421004,0.1,0.0003924386226550592,0.00026163479702074395,0.0006158114793531181,0.2,3.8958559943734346e-05,1.887826705507994e-05,0.0002100375764151477
20161206_094230-20161206_094400,14.881897524111752,0.2209717517231625,15.277312256780617,0.8119176704810477,-377.07296048847144,14.017147360326982,13.731335840033944,8.756190690144319,47.88468199067838,3.1374857867436448,-339.00353013882426,3.230962202429585,27.478736896144774,1.955713393038002,18.862497006428452,1.7566096086269154,0.03947052997806489,0.0014517471692989377,0.05034478034964281,0.004038149344118677,3.9142084462302074,0.5394007529358084,-4.105662107467651,0.40880996066369035,6.447057723999023,0.4715697231056895,73.87082279817865,2.3764686115512683,79.49296007548931,3.2516695231685775,-109.23162629702496,5.0914958797906715,73.33195133393879,8.854442859843294,10.079175987005755,3.370634372412229,-112.8247816287735,2.447044584925731,78.23999681252856,6.108622479908582,2.2856704827205223,3.8281560387329394,0.4561923746869096,0.027942272305107756,2.1396873585618565,0.059143738604320394,5.764361892427717,2.1773085749323595,-12.77255984715053,1.9489814404544492,24.08736719403948,2.287465787320565,8.587318696648627,0.8248980300349502,22.18190327370721,0.713605113326709,23.870116570282047,0.9764101184854465,69.02454456921804,4.338447747268165,0.3557699973003014,0.09943433237659116,-331.214131093357,18.33999770798603,2.5101706799006753,18.33999770798603,6.913672522414973,0.7882707224394737,6.823614474531758,0.7582723820217748,1.7158493259614351,0.13762808740284438,1.3452334440204536,0.049478404406737606,18.591455459594727,0.6550595760345459,8.736363410949707,0.2422347515821457,2.1229090690612793,0.1916879415512085,499.0886845840057,386.34468626212134,628.6479781484521,0.05,0.000712045082875134,0.00027336928873140725,0.0006747085630827078,0.1,6.521932108801199e-05,3.6432380430910616e-05,0.00023042066615912806,0.2,8.565734840209976e-06,6.248999293395864e-06,1.6845823348996873e-05
20161206_094600-20161206_094700,15.080218706031149,0.47460760164917953,15.18216158407681,0.4277904588188164,-373.0315492331321,12.78030637792474,16.737517951450368,6.678122109963758,49.57721179980588,3.6139350362466365,-337.7390312238139,2.325468661932005,31.113461032734907,2.1567402147086616,17.546394962586902,1.867618918269164,0.039468944316465984,0.0011681196787233638,0.045168994535830134,0.0010051949477582064,4.014028310775757,0.6386654883589468,-3.4769539492470876,0.31782264283442574,6.573553425925119,0.7974043218244427,66.77658691197983,2.835072409882942,72.812973779406,3.4979439884981725,-107.57616708525926,5.113317431049207,89.42258904267906,7.279687292239662,15.473209180268464,6.152010723979423,-114.2122904528767,7.514594301869656,95.94424098309877,3.831509963590833,10.871888274524855,4.899120377403377,0.41828543266850193,0.01318381117324899,2.1165784203170714,0.11067664073737472,7.340477807181222,0.9632212396051952,-14.519964218139648,2.1783359233729556,21.999839782714844,1.2134479914111163,8.450635283124344,1.0699338721544103,19.757199335495628,0.8388133224966071,21.54318607307941,1.0349372413455689,70.44581855712302,3.0183515661515514,0.3346981136576897,0.0952446745149044,-330.6230368501584,13.261963178309202,13.22974357782216,13.261963178309202,6.991085396830985,0.9337097487382747,6.967574523112799,0.931850526153151,1.5896501888045909,0.035376221120479424,1.389046079713338,0.04111009525252932,18.627273559570312,0.6722861528396606,8.77636432647705,0.3032931983470917,2.1423635482788086,0.20845723152160645,499.40531033417756,403.6548777908338,922.6411654524463,0.05,0.001127466741954976,0.0003959072851455266,0.0010238582721498212,0.1,0.00011163567107772118,8.127890272591559e-05,6.723078665306408e-05,0.2,4.482611146860938e-06,3.4007580661931454e-06,8.52135674710769e-06
